area,cell,lon,lat
7300,21303,14.676465,50.112678
7300,11801,14.687317,50.121677
7300,27192,14.694985,50.112394
7300,20633,14.717011,50.128068
7300,23723,14.691478,50.107464
7100,21632,14.764614,50.144386
7300,20631,14.737129,50.130816
7100,29403,14.75982,50.137493
7100,21631,14.780128,50.174695
7100,29212,14.749397,50.145176
7100,20382,14.764256,50.156044
7100,29402,14.837865,50.135017
7100,17921,14.833702,50.135748
7100,20832,14.847458,50.138745
7302,29563,14.855167,50.225234
7302,24831,14.839158,50.133169
7302,24261,14.847543,50.136725
7302,24231,14.971804,50.125046
7100,21793,14.857385,50.151297
7100,24202,14.888037,50.130054
7100,23192,14.862892,50.161348
7100,24082,14.856099,50.177036
7100,21333,14.907418,50.174352
7100,20612,14.955992,50.118575
7100,29161,14.962263,50.12438
7100,20613,14.933275,50.121542
7401,21143,14.981504,50.122685
7401,29201,15.003986,50.170091
7401,21931,15.004348,50.120189
7100,24712,14.977294,50.124826
7401,21321,15.046588,50.12202
7100,29133,15.01997,50.124233
7302,29711,15.06034,50.121193
7401,29111,15.030278,50.121334
7100,23983,16.069753,50.758542
7100,23981,15.105136,50.135005
7100,21342,15.102496,50.12701
7100,18263,15.416238,50.3197
7100,29132,16.404326,50.968416
7100,18261,15.726597,50.473789
7100,29131,15.084866,50.121315
7100,23982,15.591821,50.447248
7100,29052,15.129538,50.14165
7100,20543,15.240437,50.129991
7100,24173,15.183288,50.11646
7100,29511,16.344038,50.855929
7401,29911,15.251143,50.120936
7100,29543,15.179653,50.140172
7100,29542,15.285331,50.134802
7100,18202,15.209868,50.190391
7100,20542,15.281921,50.12755
7100,24172,15.236813,50.12529
8075,12599,15.296703,50.122983
7401,22001,15.281262,50.121682
7100,20541,15.236766,50.177324
7401,23323,15.348339,50.096346
7100,29192,16.169263,50.678511
8075,37493,15.421797,50.129334
7100,18252,15.413321,50.151238
8075,12597,15.432132,50.12864
8075,12598,15.484036,50.131435
8075,12448,15.484236,50.130117
8075,37322,15.570085,50.13268
8075,37491,15.478045,50.13061
8075,12447,15.479111,50.129905
8075,37494,15.449245,50.132268
8075,37492,15.529223,50.131407
8093,12695,15.562129,50.145051
8093,12514,15.532056,50.135498
8093,12548,15.494049,50.230512
8075,37323,15.541353,50.129167
7401,23321,15.606565,50.13355
8093,12867,15.414435,50.329435
8075,17246,15.630123,50.137715
8075,14598,15.650045,50.138374
8013,12637,15.595261,50.132868
8075,14594,15.715845,50.14243
8075,37321,15.685602,50.133968
8013,12635,15.677854,50.140106
8075,14595,15.716095,50.131616
8075,36164,15.71483,50.14184
8013,12508,15.745322,50.14455
8075,37113,15.720543,50.127351
8013,36602,15.779366,50.143188
8013,12488,15.752119,50.142793
8013,36332,15.777432,50.131737
8075,35271,15.794632,50.134072
8013,12499,15.786222,50.1325
8013,36601,15.811371,50.131301
8075,36053,15.805131,50.103862
8013,12634,15.753892,50.120527
8013,12485,15.790548,50.098173
8075,35272,15.818589,50.108082
8013,14629,15.892957,50.089492
8075,35101,15.798796,50.067876
8075,35273,15.791362,50.08175
8075,36411,15.818514,50.095903
8075,35091,15.777028,50.059242
8075,35881,15.784759,50.063045
8075,35104,15.795412,50.072847
8075,35081,15.816373,50.057768
8075,35093,15.790584,50.058416
8075,14637,15.82867,50.07008
8075,35851,15.819542,50.060751
8075,37111,15.827868,50.070377
8075,36161,15.827868,50.070377
8075,14605,15.951909,50.047352
8075,36051,15.957265,50.054948
8075,36052,15.801501,50.056517
8075,35111,15.779171,50.059844
8075,35031,15.791584,50.041007
8075,35073,15.78615,50.042749
8075,35102,15.766335,50.048332
8075,35884,15.76585,50.051393
8075,35103,15.76585,50.051393
8075,35094,15.767284,50.0456
65419,35884,15.76682,50.04527
8075,35092,15.768717,50.039807
8075,14607,15.768717,50.039807
8075,35096,15.768717,50.039807
8075,35033,15.777258,50.038075
8075,14666,15.775822,50.038932
8075,14687,15.781236,50.037658
8075,35034,15.779488,50.03744
8075,35143,15.785215,50.037241
8075,35853,15.788914,50.036131
8075,36211,15.785215,50.037241
8075,35141,15.796918,50.038105
8075,35854,15.798088,50.0368
8075,35083,15.796313,50.033912
8075,35086,15.800108,50.035984
8075,35852,15.816321,50.032212
8075,35943,15.799863,50.039688
8075,32891,15.799863,50.039688
8075,35084,15.800085,50.035783
8075,14638,15.801348,50.042
8075,35085,15.801348,50.042
8075,35962,15.816193,50.034892
8075,35082,15.818837,50.030513
8075,35963,15.79773,50.03562
8075,14639,15.79773,50.03562
8075,35941,15.81582,50.030808
8075,35855,15.81582,50.030808
8075,35076,15.831037,50.027783
8075,14706,15.873279,50.026322
8075,14704,15.870698,50.026147
8075,35074,15.85392,50.026798
8075,14677,16.000695,50.040008
8075,35261,15.941685,50.050348
8075,35071,15.965292,50.052532
8075,14615,15.946715,50.04531
8075,36611,15.977861,50.038605
8075,14617,15.941451,50.03109
8075,12224,15.912522,50.027532
8075,35131,15.912522,50.027532
8075,14614,15.984219,50.036302
8075,14705,15.999058,50.021309
8075,36423,15.968572,50.030256
8075,36421,16.017424,50.046914
8075,35222,16.034343,50.029983
8075,36422,16.02512,50.021337
8075,35223,16.026343,50.035667
8013,14628,16.007111,50.047665
8013,14625,16.027076,50.033444
8075,35331,16.005108,50.059105
8013,35212,15.907739,50.102462
8075,12214,16.072527,50.029494
8075,35463,16.081376,50.029415
8073,35173,16.081347,50.022777
8075,35221,16.075004,50.046476
8073,37241,16.073123,50.046743
8093,15189,16.077879,50.047657
8093,16914,16.077636,50.047736
8093,15238,16.203762,50.039989
8093,15276,16.154107,50.116365
8093,21148,16.234565,50.180477
8013,14627,16.010174,50.066147
8073,35633,16.047293,50.044252
8073,35611,15.975253,50.067552
8075,36701,15.975253,50.067552
8073,35421,15.975359,50.068277
8073,37503,15.975245,50.06754
13620,20367,15.901492,50.103222
13620,28661,15.912759,50.10698
13620,25254,15.893186,50.121427
13620,28347,15.896904,50.0226
13620,20474,15.959421,50.163424
8075,14606,15.833242,50.129692
8013,12408,15.785771,50.153003
8013,35213,15.809302,50.158968
8013,36663,15.791701,50.147945
8013,12688,15.720667,50.143862
8013,36331,15.720667,50.143862
8075,36313,15.69553,50.137715
8013,36333,15.641059,50.136699
8075,14597,15.640878,50.138372
8093,12535,15.572363,50.135868
8075,36064,15.482895,50.130517
7100,29512,15.209554,50.10718
7401,18093,15.20913,50.116475
7401,29912,15.20913,50.116475
7401,21322,15.153248,50.118413
7100,29051,15.169361,50.159107
7100,29193,15.170268,50.144457
7100,18262,15.17673,50.117539
7401,21141,15.014552,50.122089
7100,24711,15.079926,50.12151
7100,29531,14.996571,50.126239
7100,29532,14.962264,50.125228
7100,20611,14.977285,50.148413
7100,29533,14.958047,50.13073
7302,25631,14.909327,50.127355
7100,29163,14.874467,50.14191
7100,29401,14.79732,50.166429
7100,20312,14.797482,50.158897
7100,20482,14.751099,50.14781
7300,20632,14.733272,50.127318
7100,17922,14.766499,50.134056
7300,27191,14.712166,50.1293
7300,19002,14.639257,50.111947
7300,4563,14.65496,50.11805
7300,15183,14.637554,50.108763
7400,12472,14.584436,50.085198
7300,13372,14.587848,50.104959
7300,13373,14.591253,50.10048
7400,14583,14.569777,50.089231
7400,14512,14.584597,50.081242
7300,15632,14.547604,50.094105
7400,13241,14.546333,50.073951
7300,14702,14.567634,50.083409
7400,12232,14.552951,50.079938
7300,10883,14.551106,50.083111
7400,11902,14.53297,50.070298
7400,10101,14.528329,50.071876
7400,13912,14.526833,50.071045
7400,13913,14.515042,50.078377
7400,11904,14.541803,50.073944
7400,14322,14.526026,50.067576
7400,14841,14.522451,50.064729
7400,14321,14.514489,50.078684
7500,13671,14.511873,50.064619
7400,19712,14.517941,50.060333
7400,19713,14.50958,50.06069
7400,14371,14.510926,50.059811
7400,14432,14.51113,50.053952
7400,14372,14.508355,50.052627
7400,15071,14.505623,50.057277
7400,13441,14.502232,50.0587
7400,13443,14.499085,50.053626
7400,15532,14.504604,50.059225
7500,10251,14.483574,50.043985
7500,10271,14.508615,50.043621
7400,14993,14.495591,50.054469
7500,10992,14.471983,50.040577
7500,10993,14.462061,50.040645
7500,13612,14.456188,50.036957
7500,11131,14.452715,50.03019
7500,10453,14.467194,50.036511
7500,14252,14.453193,50.030132
9100,15441,14.438366,50.034271
7500,14253,14.450644,50.030732
7500,14251,14.455504,50.035587
9100,15443,14.424318,50.033141
9100,11713,14.441814,50.036346
9100,14012,14.417253,50.033086
9100,15442,14.418325,50.03342
9100,14332,14.435734,50.034862
7600,10211,14.40184,50.033628
9100,11911,14.413466,50.03252
7600,10212,14.395132,50.035184
9100,11912,14.403401,50.035716
7600,10702,14.407729,50.030044
9100,14011,14.417078,50.034713
9100,14242,14.40046,50.036366
9100,14013,14.41192,50.034882
7600,591,14.400159,50.026726
7600,16181,14.393048,50.035496
9100,13053,14.383285,50.03454
7600,16182,14.385403,50.034889
7600,16072,14.376193,50.03389
7600,16081,14.352204,50.0272
7600,15102,14.352523,50.034155
7600,16082,14.356476,50.014544
7600,13302,14.348256,50.031189
7600,11021,14.344022,50.017515
9300,11611,14.334317,50.02022
7600,11023,14.323989,50.024912
7600,25663,14.358111,50.007544
7600,16083,14.35499,50.013894
7600,11022,14.351375,50.01003
7600,29841,14.315712,50.031622
7600,16092,14.288268,50.032008
7600,29842,14.317075,50.027718
7600,16051,14.319988,50.033964
7600,11143,14.309024,50.037118
7600,16052,14.321574,50.030758
7600,16053,14.299217,50.03645
7600,16091,14.280795,50.038877
7600,11343,14.271073,50.043681
7600,13253,14.26957,50.050668
7600,14962,14.276009,50.046385
7600,13251,14.332378,50.037584
7700,13393,14.261334,50.07023
7600,16093,14.241319,50.038316
7700,26174,14.255997,50.035589
7600,21821,14.238412,50.033584
7600,15423,14.21588,50.025771
7700,19952,14.230183,50.015273
7600,14552,14.205859,50.019746
7700,20682,14.224784,50.025279
7601,20031,14.167094,49.997025
7601,26651,13.96591,49.895656
7601,20032,14.161695,49.99177
7600,15422,14.190355,50.015312
7601,26141,14.157502,49.99174
7600,14553,14.181071,50.008563
7601,24062,14.169669,49.987034
7601,19961,14.117364,49.974648
7601,26091,14.09509,49.961962
7601,20181,14.082418,49.962704
7601,21611,14.052378,49.945153
7601,29351,14.097326,49.960089
7601,26121,14.097887,49.963165
7601,26101,14.117617,49.969186
7601,26103,14.049029,49.944726
7601,26102,14.091306,49.966162
7601,26122,14.102238,49.956232
7601,26092,14.036141,49.944726
7601,25691,14.070687,49.91683
7601,21613,14.016492,49.929472
7601,26094,14.035029,49.93997
7601,26151,13.991133,49.912056
7601,20182,14.023396,49.936083
7601,21614,14.046887,49.936505
7601,26154,13.967945,49.912747
7601,26152,13.967772,49.89977
7601,26153,13.955556,49.903869
7601,32222,13.974668,49.900155
7601,20024,13.949187,49.881873
7601,22693,13.958858,49.901804
7601,24013,13.934464,49.889267
7601,20021,13.917355,49.880924
7601,28213,13.858925,49.851161
7601,20022,13.924229,49.854846
7601,26654,13.91459,49.863054
7601,20023,13.859491,49.85496
7601,26652,13.9016,49.850407
7601,23782,13.868811,49.836288
7601,28211,13.920779,49.863905
7601,28212,13.93181,49.785233
7601,26161,13.815593,49.810512
7601,26653,13.848147,49.829967
7601,26163,13.806576,49.816692
7601,32182,13.780166,49.823102
7601,17238,13.809004,49.790356
7601,26162,13.792758,49.814022
7601,36013,13.736757,49.790749
7601,36012,13.76388,49.796947
7601,20282,13.758633,49.793669
7702,36021,13.724633,49.780092
7601,36011,13.772086,49.802043
7702,36022,13.73189,49.783115
7702,36031,13.586572,49.769647
7702,36034,13.520798,49.747194
7702,24281,13.634055,49.760794
7702,28161,13.625678,49.762161
7702,25701,13.527213,49.747224
7702,33061,13.631636,49.756754
7702,33572,13.653606,49.768222
7702,36032,13.515754,49.745128
7702,24282,13.575028,49.743357
7702,36033,13.476807,49.751288
7702,36042,13.552515,49.738551
7702,28163,13.584101,49.749881
7702,33063,13.567895,49.746615
7702,34653,13.557733,49.746786
7702,34291,13.490704,49.728232
7702,25232,13.514974,49.735834
7702,36041,13.505956,49.7504
7701,33181,13.395367,49.735362
7702,34233,13.50698,49.733174
7702,31161,13.46567,49.720276
7702,34293,13.485313,49.728996
7702,34292,13.450264,49.712132
7702,42551,13.441352,49.710025
7702,30772,13.460043,49.728853
7701,33402,13.486278,49.728067
7701,33434,13.465366,49.717459
7702,30572,13.421254,49.705388
7701,30202,13.420912,49.691068
7702,34241,13.443218,49.70605
7701,33172,13.429737,49.696596
7702,30562,13.431421,49.700324
7702,30563,13.381419,49.687517
7702,30561,13.443029,49.70729
7702,34181,13.414578,49.697441
7702,34913,13.375892,49.682136
7702,34911,13.398833,49.68553
7702,34243,13.387899,49.682852
7702,34912,13.391569,49.684882
7702,34701,13.352429,49.683212
7702,34712,13.344128,49.690531
7702,34761,13.304842,49.687611
7702,34762,13.304079,49.676919
7702,34182,13.348671,49.679959
7702,34302,13.25235,49.694345
7702,34183,13.306716,49.685188
7702,30601,13.3123,49.676884
7702,25401,13.307771,49.692866
7702,34303,13.291321,49.69416
7702,20921,13.256269,49.707168
7702,30641,13.255041,49.703868
7702,34301,13.320484,49.681646
7702,20922,13.255801,49.699779
7702,34951,13.244743,49.705975
7702,30642,13.164794,49.679548
7702,20923,13.190364,49.706275
7702,30322,13.233181,49.692101
7701,30293,13.260185,49.703656
7702,30364,13.203688,49.706352
7702,24381,13.234505,49.65723
7702,24383,13.134079,49.63892
7702,24382,13.241428,49.64122
7702,22893,13.261795,49.635351
7702,30863,13.268088,49.61372
7900,30242,13.049243,49.668925
7101,31153,13.20317,49.565685
7702,30661,13.139233,49.63731
7702,30663,13.114619,49.647748
7101,23501,13.115101,49.601345
7101,30671,13.090661,49.583664
7101,30672,13.082719,49.576539
7101,30673,13.078738,49.572726
7101,30681,13.07446,49.557396
7702,30662,13.101614,49.606762
7101,24163,13.076263,49.567815
7101,31311,13.022297,49.546938
7101,20743,12.978382,49.553711
7101,24162,13.089671,49.530507
7101,30683,13.065498,49.561373
7101,30901,12.909071,49.519726
7101,24971,13.071601,49.572213
7101,23282,12.883144,49.472828
7101,31312,12.956619,49.534169
7101,30811,12.868948,49.441858
7101,23502,12.913524,49.550374
7101,30902,12.876462,49.479109
7101,30802,12.915144,49.516608
7101,30903,12.892967,49.493678
7101,23281,12.841668,49.418156
7101,23503,12.909206,49.625405
7101,34901,12.844717,49.41241
7101,34902,12.840768,49.418378
7101,24973,12.907623,49.431972
7101,30821,12.846817,49.407463
7101,553,12.844344,49.414014
7101,30813,12.841683,49.417168
7101,30823,12.851132,49.339728
7101,30812,12.854537,49.402725
7101,30822,12.874588,49.341803
1131,41156,14.40283,50.085215
1315,13315,14.893915,49.250192
9500,23431,14.616721,50.995442
9500,23432,14.622661,50.957508
7900,33702,12.162979,50.206886
7900,25131,12.196772,50.327852
1411,4368,12.15853,50.200209
2702603,5900,12.707222,49.951888
2705845,5900,12.707573,49.95294
2904,5900,12.706195,49.953665
2660223,5900,12.706577,49.957778
2709194,5900,12.707376,49.950233
7902,25103,13.319075,50.788812
1315,3457,14.8603,49.242516
1313,3457,14.789095,49.209457
1313,13315,14.889068,49.256426
9600,40352,14.803345,50.90212
9600,43043,14.804133,50.917007
9600,40351,14.813056,50.900994
1147,12273,14.214443,50.099572
7700,26941,14.210649,50.099189
7700,36091,14.171847,50.094284
7700,20681,14.214443,50.099572
7700,21703,14.214443,50.099572
17240,27934,14.26254,50.10737
7700,26373,14.214443,50.099572
7700,15143,14.261693,50.105752
9800,20415,14.19396,50.127681
9800,20412,14.214443,50.099572
1153,11622,14.256419,50.079404
7500,10792,14.535573,50.014275
1144,21462,14.536737,50.011763
1144,21460,14.546071,50.00939
1144,21461,14.548817,50.009545
7500,10791,14.546259,50.008645
1144,2014,14.549303,50.006611
7500,21573,14.547673,50.010018
1144,31432,14.527786,50.015245
1144,11428,14.526495,50.018109
1144,11446,14.574105,49.995726
7500,10482,14.497404,50.03402
1146,1077,14.573602,50.024886
18218,1928,14.561072,50.002531
7500,27071,14.566624,50.003599
18218,1883,14.57606,50.030324
7400,14592,14.546238,50.015719
7500,19602,14.429089,50.048985
18218,8199,14.542573,50.009933
1144,2045,14.566616,50.004209
7500,27051,14.517492,50.020806
1144,2032,14.560799,50.001026
7500,27054,14.564548,49.994298
7500,19491,14.528455,50.016827
7500,20431,14.555166,50.001795
7500,17013,14.568045,50.004378
7500,14782,14.543697,50.009776
7500,21572,14.553329,50.005982
1144,1412,14.534736,50.029853
1144,2199,14.555321,50.007694
1145,21412,14.523146,50.018343
1144,21482,14.542868,50.012283
7500,27052,14.170069,50.181685
7500,27073,14.547366,49.999717
7500,14353,14.575986,50.012411
18218,8113,14.543178,50.009728
1144,41412,14.49849,50.027928
1144,31433,14.498589,50.022517
7500,19492,14.531208,50.012822
7500,11671,14.518567,50.024342
1224,12630,14.857147,50.132779
1133,2038,14.765115,50.133452
1224,2649,14.833314,50.136298
1612,6048,15.867404,50.315202
1612,6076,15.736216,50.322595
1612,6049,15.959332,50.381567
1617,16734,15.959332,50.381567
13660,26106,16.17472,50.480528
1617,6799,16.17472,50.480528
1010,13587,16.163401,50.513181
1617,6758,16.17472,50.480528
1010,13589,16.186753,50.456693
1010,13588,16.17472,50.480528
1010,13719,16.187095,50.459028
1010,13594,16.18177,50.471281
1616,16054,15.649461,50.172157
1616,16055,15.668707,50.133
1612,26000,15.726216,50.148568
1612,16024,15.623343,50.164747
1221,4579,13.0824,49.722487
1221,12165,13.816763,49.841102
7503,13771,14.400233,50.06379
7501,14003,14.411564,50.079946
7501,13841,14.40106,50.070062
7501,14683,14.400668,50.063743
7900,34892,12.566688,49.661283
7900,30623,12.596264,49.675288
7900,30622,12.583167,49.659094
7900,30753,12.715587,49.714849
7900,24672,12.700175,49.713985
7900,30382,12.784085,49.581505
7900,30243,12.967137,49.725202
7900,30383,12.681453,49.699171
7900,30373,12.876489,49.759469
7900,30751,12.776663,49.742958
7900,30381,12.731873,49.749831
7900,30353,12.773267,49.784412
7900,30351,12.844712,49.73503
7900,30763,12.933186,49.741242
7900,33422,12.827688,49.758986
7702,42702,12.816974,49.68583
7900,30372,12.966554,49.722431
7900,43141,12.88072,49.702148
7900,24862,12.877595,49.73932
7900,24563,12.9732,49.738846
7900,24561,12.997343,49.72587
7900,34891,12.897119,49.714422
7900,30762,13.002566,49.739874
7900,30241,13.08416,49.711801
7702,34863,13.09457,49.713158
7702,30363,13.092728,49.712087
7702,30323,13.189237,49.709383
7702,34953,13.155633,49.710782
7702,34862,13.08655,49.625003
7702,34861,13.126925,49.710627
7702,30361,13.14112,49.712926
7702,20924,13.192974,49.714979
7702,30362,13.19317,49.708327
7702,34952,13.251487,49.702254
7702,28342,13.309942,49.619646
7701,33652,13.371948,49.707303
7702,31181,13.422493,49.69563
7702,34242,13.437715,49.703727
7702,24582,13.522808,49.737724
7702,30962,13.550145,49.745377
7702,36023,13.648452,49.761617
7702,33571,13.660515,49.75281
7601,23781,13.934582,49.870741
7601,25671,13.905134,49.874242
7601,24011,13.951849,49.901971
7601,25693,13.974282,49.913188
7601,21612,14.009494,49.930387
7601,25692,13.995064,49.923593
7601,26095,14.070338,49.950159
7601,26112,14.107529,49.973741
7601,19962,14.156368,49.988327
7600,29323,14.203664,50.021736
7600,21682,14.214766,50.022576
7600,21822,14.200553,50.021677
7600,21823,14.232048,50.035079
7600,29843,14.28541,50.032308
7600,14551,14.216219,50.030721
7600,11454,14.280884,50.043821
7600,16043,14.304967,50.039811
7600,15663,14.291276,50.029926
7600,13252,14.279105,50.037661
7600,13303,14.341096,50.03294
7600,16042,14.316377,50.030946
7600,25662,14.343758,50.003715
7600,19725,14.359809,50.002749
7600,14823,14.389356,49.993084
7600,14822,14.397843,49.98814
7600,14813,14.392909,49.998579
7600,16171,14.399695,49.982836
7600,13221,14.390832,49.991499
7600,19724,14.376077,49.992394
7500,21901,14.442111,49.996269
7600,25661,14.414474,49.977375
7500,19862,14.501681,49.973467
7500,20135,14.477196,49.997622
7600,13401,14.416811,49.965407
7302,17023,14.573278,49.976938
7500,20134,14.497446,49.98168
7600,19721,14.449466,49.982825
7500,14313,14.47049,49.978992
7500,20432,14.510015,49.989987
7302,27082,14.517823,50.020355
7302,20521,14.50247,49.956106
