area,cell,lon,lat
8240,5141,13.377849,49.740611
7701,34963,13.3739,49.745339
7701,30041,13.376124,49.741325
7701,34853,13.370613,49.736712
65477,2392,14.102108,50.137613
1512,15515,14.144045,50.438198
1512,15504,14.103537,50.412796
19800,38152,14.045409,50.406213
19800,38153,14.043881,50.463695
19800,38151,14.051945,50.437842
1512,5564,13.954378,50.475802
19800,20622,14.176293,50.528163
19800,24763,14.130241,50.488511
1512,35507,14.142025,50.541328
65512,15500,14.121789,50.518421
65512,15502,14.094707,50.50033
65513,5803,13.639432,50.500522
373,5491,12.333554,50.313123
65519,5902,13.394968,50.457917
19700,21473,14.884623,50.376209
19700,29743,14.887841,50.376009
19700,20422,14.883184,50.379582
19700,23972,14.877541,50.373656
19700,23973,14.874556,50.376923
19700,23903,14.936338,50.406948
65382,20239,13.989212,50.635391
65330,1969,14.497644,50.141769
16434,564,14.478365,50.162911
16434,8158,14.508733,50.133236
16434,8256,14.50239,50.137132
16434,8255,14.498285,50.141993
65360,2052,14.538795,50.121917
20500,8099,14.562,50.117912
18218,8063,14.54988,50.113457
18218,1056,14.493739,50.030631
9550,41083,14.897752,49.789617
25430,41771,15.596336,49.432179
25420,40402,15.577797,49.346222
25420,43071,15.630937,49.237485
25420,43125,15.59585,49.259604
65356,40431,15.646868,49.177317
25440,44144,15.961015,48.917308
65376,40417,16.034237,48.867413
65376,41196,16.07182,48.820439
25440,41997,16.073655,48.801685
11050,1015,16.048059,48.721587
65417,4228,12.868069,50.236295
1827,18985,16.061261,48.850093
1827,28981,16.104097,48.856544
1315,13216,15.018482,49.305364
7101,30931,12.840137,49.43098
1829,18807,15.585704,49.410755
1829,8802,15.577835,49.399766
1315,3295,15.323324,49.545583
1225,2816,14.961741,49.766897
1144,2004,14.635333,49.957022
1144,22033,14.667149,49.941733
1144,31410,14.491538,50.035142
65400,11402,14.498772,50.054834
1145,41421,14.472262,50.045134
1144,31071,14.49205,50.060015
1146,31027,14.509991,50.095994
1146,31024,14.53927,50.073616
1146,1030,14.516777,50.116904
1133,1947,14.58802,50.108801
1133,1948,14.564714,50.107788
1418,14090,13.395146,49.747554
1418,4042,13.393102,49.743228
65418,4078,13.406723,49.717148
356,12950,13.486966,50.622198
65415,4182,13.179682,49.858335
1418,14081,13.404805,49.719371
35094,22031,13.648335,50.742873
9802,25101,13.486803,50.621881
65477,2394,14.118846,50.133287
65477,22309,14.136133,50.12275
1513,15621,13.839384,50.325934
1512,15596,14.050437,50.515274
65512,5566,13.94663,50.474793
19800,45611,14.155953,50.457627
19800,22442,14.12861,50.479205
19800,21992,14.098054,50.483335
1512,5577,14.283969,50.435317
19800,23482,14.218385,50.491571
19800,24683,14.131699,50.469402
1513,5890,13.672975,50.492214
65513,5839,13.517595,50.513665
7101,30682,13.074724,49.568949
7702,32462,13.14045,49.649157
7701,30123,12.978087,49.703255
7900,43143,12.806631,49.550385
7101,30933,12.741338,49.632779
7101,30921,12.859957,49.614724
65302,30663,13.133367,49.615815
7702,30602,13.266402,49.623738
1411,14911,12.934438,50.358011
1411,4202,12.937232,50.359577
1519,5988,12.976095,50.426565
8260,25047,12.921339,50.403028
1411,4204,12.910105,50.39058
1411,14720,12.90271,50.388278
1154,1506,14.311991,50.024271
1154,41427,14.403672,50.033929
1133,11938,14.512458,50.142446
1519,5987,12.979414,50.428185
8260,26884,12.9849,50.414447
8260,27164,13.016461,50.483979
371,34123,12.928272,50.408543
8260,25048,12.928272,50.408543
1227,15617,13.567571,50.175911
1221,12117,14.238333,49.962773
1154,1584,14.369325,50.025595
1145,31426,14.457337,50.037535
1145,51483,14.446185,50.035541
1133,31980,14.509432,50.126437
1133,1904,14.552536,50.117813
1182,1939,14.537948,50.138917
1182,11940,14.528167,50.130775
1133,1970,14.53585,50.130227
1133,1929,14.557474,50.11734
1133,11936,14.543335,50.128958
1133,11937,14.558385,50.119297
7301,12141,14.523037,50.127087
16434,505,14.543315,50.121716
7300,19551,14.539253,50.106742
7301,12822,14.537957,50.139234
1182,31914,14.510769,50.150988
7301,12801,14.536102,50.12697
7300,17699,14.538592,50.115454
7300,17697,14.518015,50.125641
1133,11987,14.571726,50.117914
7300,12973,14.544255,50.126886
18218,2154,14.592379,50.030223
1133,11976,14.558292,50.11884
7300,17698,14.540605,50.11896
7300,11822,14.541403,50.127873
9200,14031,14.51718,50.113141
1146,11086,14.538217,50.076918
65402,11034,14.531505,50.104363
65389,21919,14.494622,50.141418
1133,41952,14.511301,50.124884
7301,17444,14.501318,50.135965
65479,2712,14.381909,50.246642
1133,11934,14.586437,50.110509
1144,31069,14.497473,50.061489
1144,31409,14.488399,50.038368
65400,2006,14.671075,49.934613
1144,2800,14.801312,49.843222
1315,3221,15.416434,49.514817
1827,48983,16.066801,48.762988
11060,33895,16.064912,48.762693
65315,48983,16.048325,48.719125
1827,8988,16.389346,48.812107
8300,44439,12.957208,49.666123
8240,21086,12.647234,49.677142
20500,1535,14.623886,50.094734
25440,42422,16.067567,48.842252
25440,43201,16.024327,48.874099
25420,42447,15.82238,49.03142
25420,42448,15.7691,49.068021
25420,43411,15.650259,49.168135
24646,13672,16.571846,49.183623
24606,3248,16.580438,49.18471
24606,3376,16.580422,49.184706
24606,3247,16.580438,49.18471
24606,3008,16.579886,49.184704
24606,3145,16.580486,49.184743
24606,3263,16.580448,49.184676
18208,43688,14.704255,49.922047
7101,20742,12.844712,49.395719
8260,26927,12.789277,50.034102
8260,26327,12.68226,49.953938
1512,15517,13.975138,50.220757
8260,44645,12.788683,50.031208
1182,1987,14.502443,50.13557
7301,19322,14.495493,50.142087
16434,2937,14.501318,50.135965
16434,857,14.501318,50.135965
16434,797,14.545921,50.224462
19700,19732,14.445634,50.342743
1133,31961,14.512929,50.129918
7301,11043,14.501318,50.135965
24646,3055,16.563358,49.179937
21820,18081,14.488676,50.051082
16464,729,14.504538,50.103749
16464,728,14.499627,50.131335
595,6522,14.607242,50.958916
595,6523,14.601465,50.970106
693,42893,14.787673,50.860656
693,62473,14.788453,50.859903
3311,13216,15.016446,49.306751
24666,21095,16.669775,49.066926
24666,25395,17.001391,49.272407
65477,12346,14.103382,50.104678
65417,4224,12.855642,50.234803
65418,4570,13.596707,49.742222
65419,4058,13.368765,49.737583
65477,12333,14.12706,50.12493
1512,5594,14.177233,50.542452
1513,15609,13.368839,50.38524
65418,14306,13.599272,49.741073
1414,14341,12.93981,49.526154
1414,14342,12.925038,49.517781
65411,4928,12.604768,50.254431
65411,4466,12.708537,50.260683
1417,4243,12.889525,50.217915
1417,14718,12.886009,50.21558
1417,14717,12.888513,50.219496
29480,42007,18.053936,49.612556
28712,40889,18.403117,49.679723
28712,40887,18.403117,49.679723
28692,40055,18.403117,49.679723
28712,41488,18.403117,49.679723
29480,42794,18.163136,49.642211
28712,42569,18.604158,49.760612
28712,42567,18.604158,49.760612
28752,43102,18.60403,49.758306
28752,43101,18.630351,49.765217
28752,43103,18.609589,49.762255
28752,42397,18.622154,49.764283
49353,51390,18.609425,49.762173
28752,40301,18.624525,49.762553
28752,44031,18.631287,49.761068
28752,40297,18.676868,49.771581
14438,44705,14.036832,50.64638
65312,40070,15.22257,49.601194
9550,44329,15.25353,49.580566
25430,44476,15.554533,49.415252
25430,43863,15.585885,49.397967
25430,44565,15.582037,49.354754
25420,40371,15.607763,49.203815
25440,44506,16.050217,48.850127
25440,43384,16.063777,48.752138
25440,42541,16.077334,48.789668
11050,16272,16.048392,48.718745
7101,23222,12.809587,49.328405
25440,43203,16.035808,48.865783
25440,42991,15.970198,48.909836
25440,44145,16.005813,48.832153
25420,44174,15.806043,49.040868
18218,8103,14.564134,50.006176
65322,1927,14.563931,49.999846
18218,265,14.557366,50.005092
16454,27543,14.354204,50.210485
65350,21445,14.359151,50.270921
35074,32183,14.72718,50.882492
28752,40892,18.301457,49.6655
28752,40883,18.301457,49.6655
28752,40882,18.301457,49.6655
28712,41647,18.294574,49.637852
29510,41169,17.892692,49.540665
29480,42875,17.907243,49.55954
24666,27381,17.490472,49.539068
65415,4522,12.98741,50.06018
65411,4260,12.922763,50.315549
65477,2396,14.095472,50.235397
1133,11989,14.594073,50.16424
1133,1915,14.583339,50.185633
1133,2088,14.660788,50.184087
65389,2088,14.656807,50.183827
1133,12013,14.657822,50.184511
65389,12013,14.655557,50.18677
1133,12014,14.61791,50.190186
1133,2087,14.691275,50.203881
1133,2142,14.622287,50.201416
1133,2150,14.678916,50.170327
1133,2151,14.658695,50.150896
1133,21915,14.62643,50.130133
1133,31901,14.626747,50.12988
1182,1842,14.453889,50.113703
1136,41176,14.426908,50.093689
1147,31709,14.405331,50.096694
1153,1639,14.339065,50.086838
1147,1637,14.330581,50.087224
1147,1638,14.327184,50.088434
1147,31612,14.292144,50.107743
1512,5518,14.091246,50.270184
65438,1914,14.508422,50.149833
1182,1938,14.558521,50.262871
1133,1901,14.627418,50.135913
1133,21921,14.60411,50.122594
1133,2089,14.626132,50.208453
1133,12012,14.660929,50.203165
1133,12007,14.65744,50.199872
1133,22004,14.692252,50.200631
1133,2141,14.671844,50.181569
1133,2140,14.691858,50.184965
1133,12055,14.666787,50.145325
1133,31905,14.558841,50.108065
1147,31766,14.414455,50.098772
1147,31707,14.44116,50.102997
1153,1657,14.344123,50.097677
1153,11653,14.35193,50.093318
1147,1616,14.316,50.09277
1153,11654,14.324302,50.091998
1147,11636,14.324373,50.086542
1147,1647,14.324302,50.091998
29470,40066,17.455639,49.572044
29470,41285,17.263118,49.552438
29470,32048,17.116598,49.455367
24666,28698,16.901713,49.201303
24666,44392,16.639192,49.160577
24666,44393,16.639192,49.160577
16464,8033,14.51019,50.088185
8260,26927,12.790343,50.03927
65415,4351,12.706653,49.947398
1414,14251,13.215665,49.715406
65413,4877,13.143772,49.293648
1413,4815,13.209511,49.343058
1413,4844,13.175065,49.328608
1413,14802,13.207556,49.34962
65413,4822,13.295345,49.388732
1415,4137,13.392788,49.840592
1418,4823,13.553738,49.747179
1415,14214,13.525046,49.805111
1415,14319,13.48449,49.800928
1415,14156,13.49277,49.781214
1415,14208,13.492435,49.79266
1419,14063,13.385137,49.745157
1415,14210,13.460203,49.800197
1415,4173,13.417178,49.809633
1415,4143,13.389348,49.805656
1415,14320,13.447368,49.80491
1415,4174,13.459362,49.80218
1419,14042,13.383252,49.816498
1415,4175,13.370422,49.813212
1415,14232,13.311712,49.814358
1415,4607,13.054922,49.95419
30959,37609,13.171192,48.95238
30959,37599,13.171192,48.95238
30959,6369,13.171192,48.95238
65512,35598,14.063788,50.510828
65415,4464,13.280363,49.811243
65413,4803,13.306863,49.52918
1513,15604,13.822921,50.320323
1513,5646,13.800431,50.386936
9801,23843,13.839715,50.332455
9801,34531,13.839715,50.332455
9801,24961,13.839715,50.332455
19800,38322,13.839715,50.332455
9801,24962,13.839715,50.332455
9801,34532,13.839715,50.332455
9801,38223,13.839715,50.332455
19800,24502,13.839715,50.332455
9801,26541,13.839715,50.332455
14428,29887,13.783619,50.342084
14438,26402,14.178584,50.522535
65513,5670,13.783485,50.297548
1513,5695,13.87192,50.299652
1513,5613,13.750892,50.21213
1513,5647,13.751373,50.208907
1513,5652,13.751373,50.208907
7702,24841,13.741288,50.173015
7702,24842,13.741288,50.173015
7702,26731,13.819124,50.121318
7702,24844,13.741288,50.173015
7702,24843,13.741288,50.173015
8280,27192,13.74116,50.172909
7702,21881,13.741288,50.173015
8280,25797,14.107367,50.492756
7702,26192,13.741288,50.173015
8280,44584,13.74116,50.172909
7702,26732,13.561563,50.091147
693,35173,14.792852,50.947687
1415,14700,13.25432,50.088406
1415,14701,13.220623,50.075298
7702,32303,13.147862,50.060986
1415,4615,13.286364,50.067653
1415,14740,13.19242,50.079975
7702,28343,13.138853,50.064743
1415,14220,13.201476,50.0717
8280,25224,13.224367,50.05505
1415,14202,13.214158,50.062963
8280,26922,13.224367,50.05505
7702,32302,13.224367,50.05505
8280,20822,13.224367,50.05505
7702,25271,13.134669,50.058002
8280,44624,13.224367,50.05505
8280,28654,13.224367,50.05505
7702,42541,13.143567,50.058739
8280,25226,13.224367,50.05505
8280,20668,13.224367,50.05505
7702,32301,13.224367,50.05505
65415,4214,12.917828,50.21229
693,42923,14.652645,50.955307
1411,4296,12.788097,50.368389
1411,14710,12.77341,50.387978
1411,4273,12.789682,50.368929
1411,14708,12.774407,50.386827
1411,14709,12.781724,50.380341
1411,4294,12.784626,50.376774
1515,5464,14.565298,50.774382
1520,5238,14.718348,50.834446
14408,25111,14.625913,50.779083
9500,23021,14.718602,50.833825
9500,45831,14.718602,50.833825
14408,27361,14.541646,50.765042
1515,5466,14.534102,50.768473
9600,40263,14.718602,50.833825
13870,28934,14.718602,50.833825
37031,32822,14.718469,50.834141
35074,29850,14.71832,50.834552
1514,15368,15.001019,50.784764
49710,49283,14.683876,50.883926
65308,23453,14.444873,51.005173
9500,23453,14.45771,51.014138
9500,17772,14.496335,50.997936
9500,23461,14.371861,51.00966
65413,4056,13.520388,49.54703
1418,14113,13.636772,49.47178
1413,14814,13.372188,49.359884
1411,4295,12.814042,50.34944
1415,4382,13.316902,49.724841
1413,14110,13.612564,49.485778
1413,4093,13.728711,49.464736
1312,3750,13.784831,49.078154
595,28710,14.669214,50.941704
37031,45241,14.785385,50.945973
7900,25792,12.362893,50.072746
7900,34213,12.360969,50.068412
7900,34032,12.351842,50.114607
373,36111,12.312986,50.213659
9500,45133,14.770776,50.927593
14438,20211,14.037509,50.645892
16454,27552,14.170091,50.478837
21820,18014,14.507685,50.030915
18208,44161,14.768987,49.87728
65312,40093,14.852971,49.825258
65312,40115,14.966509,49.756996
65376,43243,16.059209,48.848662
102,13680,16.048223,48.719522
9600,25511,15.049088,50.772379
9600,23991,15.07911,50.712563
9600,25712,15.099182,50.642502
17230,1821,14.39379,50.036123
17230,901,14.360648,50.017974
17230,902,14.302988,49.99997
8240,27621,13.30091,49.675704
7702,30861,13.261097,49.593424
7702,30594,13.254245,49.583507
9600,40292,15.099182,50.642502
14398,29186,15.089146,50.619182
20510,27499,15.043783,50.57059
20510,26514,14.987909,50.502378
20510,21188,14.978737,50.499805
20510,29905,14.908638,50.392791
20510,28131,14.797805,50.272092
20510,25343,14.783088,50.257232
20510,25339,14.789065,50.271782
21820,8012,14.425284,50.032782
21820,8286,14.423965,50.034458
17230,767,14.372287,50.02862
17250,1198,14.249723,50.04219
8250,29487,13.823856,49.840848
8250,5111,13.437141,49.739541
8240,28774,13.293358,49.60076
8280,44602,13.049817,49.251636
8240,25546,13.24951,49.62815
7702,30591,13.254245,49.583507
25420,42655,15.62319,49.206845
65322,25742,14.66205,49.948485
18218,203,14.50323,50.030964
65300,2058,14.510562,50.124629
65350,27377,14.068715,50.49016
861,6891,12.69009,49.395136
861,47161,12.627613,49.429687
65411,14409,12.371323,50.077015
65419,4490,13.367011,49.758829
1419,4574,13.370249,49.74442
1418,4825,13.384172,49.787289
1513,5860,13.744407,50.462247
1415,4614,13.112938,49.901947
65419,4060,13.370535,49.73637
65419,14067,13.335038,49.638435
842,47071,13.148898,49.07037
842,4611,13.144425,49.0693
1413,4885,13.140866,49.336524
1414,14343,12.930386,49.535377
65419,14076,13.365018,49.731782
1419,14405,13.35733,49.731811
1414,4269,13.036449,49.855135
595,7531,14.78679,50.913993
18238,21407,14.880375,49.92622
65312,40076,15.435404,49.516775
25420,43184,15.60793,49.229443
25420,43183,15.840015,49.014368
25440,43333,16.030769,48.869541
1182,12090,14.399303,50.2367
1182,2057,14.473353,50.171463
1146,1081,14.570481,50.07765
1146,11035,14.607391,50.04121
1144,2006,14.583627,49.995872
1144,11460,14.514924,50.021671
1225,12869,14.92317,49.794595
9802,25103,13.414845,50.679304
9802,25101,13.391426,50.664056
19800,22231,14.179717,50.429443
19800,38131,14.133703,50.453888
19800,45172,14.241066,50.380623
19800,22222,14.28141,50.344659
19700,21392,14.359138,50.315185
19700,20462,14.344923,50.236042
19700,44953,14.376786,50.257704
9201,12993,14.48555,50.152953
9201,12001,14.485342,50.140551
9201,12803,14.491176,50.147771
9201,17445,14.490719,50.146795
9201,19323,14.490224,50.148642
9201,10871,14.554582,50.117794
7400,13442,14.484616,50.050567
65356,19702,14.589895,49.99179
65354,11829,16.740298,48.93982
8010,12789,16.925011,48.83205
8010,31761,16.987998,48.675887
10303,50603,17.005895,48.631613
25430,44564,15.585582,49.363911
25440,42606,16.054513,48.856363
1826,18922,15.550476,49.446042
65317,8843,15.574577,49.373941
1827,8962,16.185673,48.873074
1835,8242,16.675479,49.044721
1835,18132,16.613897,49.145922
1834,38092,16.539172,49.170106
1834,38091,16.563269,49.171763
7400,11791,14.623404,49.992691
7500,10451,14.494025,50.039043
9201,19661,14.516696,50.109943
9201,12202,14.518169,50.118939
9201,19671,14.483744,50.149856
7400,14151,14.532558,50.059445
9201,13731,14.493109,50.143648
19700,23212,14.325365,50.342861
19800,38132,14.255254,50.371826
19800,38141,14.175231,50.420939
19800,38172,14.08429,50.478931
19800,22252,14.078792,50.487203
19800,25211,14.036031,50.578978
8260,20568,12.541638,50.285085
8260,21455,12.686433,50.307356
25420,43182,15.913695,48.933279
25420,43185,15.638597,49.193053
9550,41697,15.273052,49.572125
21820,1871,14.499869,50.047402
65350,20638,14.303344,50.323806
773,14403,13.881896,50.808594
1418,4044,13.393173,49.743235
1418,14083,13.4063,49.691344
693,40683,14.665257,50.892995
693,40793,14.772773,50.905312
806,7541,14.091402,50.876798
1513,5826,13.516245,50.514108
7101,26831,13.621176,49.47737
7101,26823,13.665161,49.467141
7031,17059,13.785751,49.455681
7101,26813,13.735783,49.463443
7031,15309,13.849747,49.42935
7031,17057,13.835477,49.429131
8300,40786,13.818387,49.454862
7031,15306,13.836018,49.44281
7031,15304,13.7966,49.453827
8300,44497,13.804802,49.4528
7101,26821,13.690073,49.465193
7101,26833,13.581122,49.487287
7101,30882,13.378327,49.433025
7101,24032,13.613476,49.502474
7101,30612,13.561941,49.501316
7101,26822,13.677371,49.45084
7031,17058,13.82654,49.447658
7031,15355,13.928619,49.383595
7101,34122,13.854693,49.479376
8300,42724,13.821969,49.432598
8300,42726,13.809344,49.441477
8300,40781,13.745558,49.460264
8300,44498,13.773027,49.45655
8300,41384,13.786073,49.456194
7101,26832,13.545344,49.483539
7101,30881,13.495305,49.506064
7101,24033,13.52403,49.486542
1413,4390,13.461238,49.489388
7101,30831,13.141045,49.318084
9500,17778,14.335008,50.906778
1511,15175,14.257562,50.792752
7702,32292,13.200672,50.06908
1513,5801,13.525617,50.516655
358,27402,14.094793,50.876087
806,13070,14.095568,50.8758
65500,42593,12.35563,50.128018
7900,42693,12.365135,50.08562
7900,25783,12.352606,50.051209
7900,33672,12.392362,50.031115
9600,7253,14.749516,50.928248
7302,27152,14.594582,50.085183
693,62483,14.78627,50.899008
18208,40081,14.79546,49.857308
35074,18417,14.668683,50.934498
65469,30812,12.837105,49.419175
18208,40113,15.287213,49.5662
8085,14727,15.420938,49.515158
25420,43186,15.640686,49.177783
25420,42766,15.698967,49.122969
8085,13299,15.67106,49.425063
1829,18350,15.944775,49.379124
8010,16669,16.68461,49.027122
773,34933,14.111661,50.872154
14418,25663,13.565687,50.526898
1512,35559,14.268146,50.424302
1512,5799,13.816172,50.646141
1512,5741,13.831003,50.640176
1512,35735,13.844296,50.656725
1512,5774,13.812558,50.640267
1512,5712,13.871017,50.686096
1512,15734,13.803524,50.65881
1512,35799,13.818712,50.644025
8260,29243,13.334749,50.435374
14428,26321,13.553638,50.531123
14418,25661,13.580381,50.52794
1512,35530,14.263666,50.422161
1512,5776,13.79705,50.637514
21820,48,14.494512,50.038623
65300,1501,14.55256,50.102472
9600,33934,14.747377,50.902633
9600,33934,14.744023,50.829734
8260,26924,12.776627,50.0132
1515,5472,14.745977,50.830266
14398,20565,14.761436,50.825581
693,40683,14.661245,50.900701
1520,45233,14.685502,51.027132
1520,35283,14.699376,51.00501
35094,37291,14.094783,50.876073
1511,5241,14.185564,50.7272
1511,5243,14.187145,50.752718
1511,15140,14.19717,50.759718
1511,5184,14.202816,50.763207
1511,35175,14.199709,50.768875
1511,5174,14.202632,50.776521
1511,5176,14.197408,50.775466
1511,5175,14.198859,50.770339
1511,5119,14.195932,50.705879
1512,5552,14.12627,50.549903
8260,29373,12.783987,50.15718
1411,4455,12.759608,50.188695
1417,4238,12.838663,50.239037
1512,5556,14.211062,50.513837
1512,5557,14.19893,50.54871
1511,35176,14.197036,50.775001
1511,15169,14.225163,50.783557
1511,5240,14.190726,50.745401
1511,5069,14.084836,50.664088
1511,5044,14.040829,50.66304
65511,5125,14.036175,50.658903
20333,53550,14.094952,50.876158
1514,45342,14.920198,50.846586
35094,29365,14.10232,50.878725
35094,18409,14.10232,50.878725
693,42653,14.887883,50.955342
16434,8181,14.541342,50.110895
16464,1658,14.543253,50.115809
25400,43883,15.999342,49.363137
65366,42240,16.42978,49.199104
65366,42233,16.359427,49.226847
25450,29232,16.556416,49.03793
25450,28569,16.520525,48.959998
25450,29363,16.541545,48.982691
25450,25427,16.59295,48.904142
25450,29041,16.610794,48.853105
25440,42604,16.607431,48.862296
861,6201,12.85024,49.340905
11060,2043,16.646337,48.756585
1315,3249,15.199724,49.403024
65340,317,14.511766,50.0635
1512,15586,14.047612,50.516655
19700,29593,14.903849,50.389798
19700,23532,14.923197,50.409861
19700,23251,14.800777,50.36827
19700,23251,14.8359,50.369064
19700,29661,14.725703,50.345841
19700,23252,14.756523,50.33546
19700,23262,14.781433,50.356298
19700,23232,14.60179,50.315157
19700,29651,14.607232,50.323643
19700,21393,14.384078,50.338167
358,34983,13.881418,50.80658
35094,29429,14.095,50.876192
14428,25069,13.261385,50.422768
14428,28898,13.180223,50.389027
65513,5678,13.37712,50.45573
1512,5798,13.820793,50.637478
65511,5730,13.880618,50.667745
1511,15711,13.875778,50.676448
7701,34043,13.380959,49.747576
8240,5000,13.376495,49.745703
8240,5081,13.469333,49.731352
8240,5226,13.381635,49.745938
8250,5243,13.386303,49.744409
7701,34042,13.381702,49.745318
7701,20163,13.373689,49.759445
7701,25391,13.3792,49.744819
8240,20875,13.381635,49.745938
7701,20002,13.379283,49.747591
7701,34961,13.377934,49.746479
8240,5001,13.386548,49.745104
1419,4039,13.381635,49.745938
7701,34041,13.386699,49.747011
7701,33761,13.381635,49.745938
8240,5084,13.373805,49.749359
7701,34781,13.374662,49.745687
8250,5177,13.395466,49.748552
7701,34672,13.381635,49.745938
7701,22651,13.376495,49.745703
7701,34582,13.400849,49.751459
373,36111,12.312889,50.213491
35094,37291,14.104944,50.873012
48282,49983,14.317767,51.060239
37031,47363,14.31774,51.060237
593,29490,14.407102,51.16322
65418,14056,13.427437,49.700672
593,28551,14.319217,51.059283
65418,14055,13.427593,49.70061
65418,4077,13.403673,49.720388
8260,22997,12.807225,50.219596
7901,32332,12.853914,50.202096
9500,23462,14.263218,50.983558
1315,13398,15.212723,49.409975
1515,15156,14.095377,50.876197
19800,22241,14.135327,50.448667
19800,45171,14.214319,50.408436
19700,20461,14.360637,50.254833
19700,15673,14.438677,50.196673
9201,17444,14.500712,50.142636
7300,15631,14.592982,50.097622
9201,11561,14.536937,50.115824
7500,15133,14.509342,50.044674
7030,36473,15.151937,49.609018
8050,11518,16.59218,49.160702
8050,11444,16.602212,49.098993
8010,16667,16.692595,49.033958
65411,14420,12.36953,50.121525
693,31063,14.768026,50.871652
65354,11838,16.741167,48.938897
7302,17171,14.60161,49.984717
7400,19642,14.508068,50.063285
19800,22321,14.180926,50.427857
19800,22223,14.191394,50.360037
65410,45592,13.969802,50.71186
19700,29602,14.935147,50.42775
19700,22612,14.939979,50.423653
19700,22611,14.935396,50.426841
19700,21463,14.939278,50.421459
19700,23901,14.94018,50.423512
19700,22581,14.936137,50.423207
19700,21481,14.934022,50.42811
19700,29603,14.929078,50.429358
19700,22613,14.93568,50.421236
19700,23902,14.945675,50.415185
19700,21461,14.941815,50.415357
19700,24592,14.959075,50.408127
693,29543,14.826673,50.904359
861,6533,12.517182,49.677417
7901,42843,12.874605,50.314313
20333,33550,14.155291,50.913909
20333,53550,14.095378,50.876447
1512,5569,14.280835,50.44828
1223,2720,14.341123,50.259803
65438,2036,14.484044,50.147061
65389,1962,14.535003,50.124481
1224,12546,14.736685,50.069553
1133,21917,14.606661,50.123324
1133,1905,14.557451,50.109049
1133,31948,14.528563,50.110478
1146,41004,14.563758,50.078659
65400,1410,14.54046,50.024172
1144,1070,14.516621,50.055317
1144,2030,14.569194,50.001302
65481,12877,15.149401,49.609577
1512,35558,14.256331,50.427591
1512,5559,14.281891,50.426645
1829,18806,15.581495,49.38925
1826,18921,15.80178,49.214586
1826,18919,15.673966,49.03222
1827,48986,16.062965,48.855625
102,23680,16.047749,48.724674
1827,8995,16.205599,48.843684
693,40793,14.817105,50.897917
9500,23161,14.794315,50.855032
595,27170,14.769305,50.823763
1411,4976,12.661653,50.185305
1411,4977,12.637459,50.168689
65411,4455,12.715818,50.192506
1411,4979,12.623356,50.21557
7701,30271,13.383301,49.743059
8250,5094,13.381359,49.739161
8250,5191,13.381359,49.739161
7701,20162,13.381359,49.739161
8250,5994,13.381297,49.739189
8250,5193,13.381359,49.739161
8250,5095,13.381338,49.739168
9500,23161,14.76987,50.823187
1415,4604,12.50721,49.767036
7900,33732,12.701775,49.970098
7900,34871,12.68223,49.96545
7900,42493,12.701775,49.970098
7900,42491,12.701775,49.970098
65400,2004,14.579175,49.991404
1146,31099,14.50855,50.061888
1144,1071,14.493613,50.059808
1144,11080,14.544395,50.067959
1144,11081,14.502038,50.053473
1146,1089,14.526096,50.070571
65389,11906,14.536294,50.115514
1133,1953,14.583312,50.111921
595,27170,14.769797,50.823344
373,5501,12.303025,50.241637
35136,19192,12.303245,50.244077
1512,5515,14.195175,50.430088
1182,2012,14.408377,50.224417
9200,14082,14.536382,50.04952
693,29553,14.798407,50.841278
18208,43006,15.326408,49.55425
9500,23163,14.764653,50.827487
9500,45283,14.764653,50.827487
806,30490,14.190239,50.992307
35082,58487,14.092557,50.870695
35082,19106,14.092557,50.870695
693,42893,14.793353,50.85949
35082,43737,14.094026,50.86847
1519,5925,13.148868,50.384905
358,13090,14.093348,50.870277
37031,45486,14.824877,50.90798
7900,25761,12.40013,50.083258
65417,14711,12.85173,50.239088
35082,19272,14.09406,50.869918
8260,25063,12.124325,50.332876
35082,19272,14.094333,50.869462
35094,39400,14.094333,50.869462
860,20161,12.124918,50.333193
20345,53587,14.732877,50.909298
20345,54587,14.768258,50.905132
693,62473,14.811578,50.891213
1414,4577,12.841109,49.412074
9101,13953,14.432533,50.09915
1417,4240,12.83477,50.249022
595,7870,14.831075,50.908005
595,7870,14.838208,50.922707
1411,4328,12.125261,50.333339
693,25653,14.620753,50.982563
1223,22037,14.366824,50.249798
1223,22039,14.366641,50.244213
65438,1958,14.443143,50.10294
1182,31958,14.475717,50.12371
65438,1716,14.437637,50.088463
65394,11843,14.434648,50.083125
1182,1719,14.443889,50.100453
1182,1702,14.447599,50.108397
65394,11115,14.431153,50.080042
1138,41106,14.429158,50.08119
1138,31845,14.434648,50.083125
1136,51101,14.444824,50.091686
1138,1844,14.436864,50.093392
1138,41168,14.437433,50.087529
1138,41115,14.436067,50.085203
1138,11168,14.439871,50.066561
1137,1246,14.417038,50.074212
1153,21518,14.398045,50.071466
1138,41169,14.429677,50.080068
1138,41107,14.429106,50.079901
21800,641,14.392172,50.068312
9300,15591,14.392172,50.068312
1153,1566,14.393687,50.068417
1153,1572,14.394139,50.068439
21800,1295,14.392172,50.068312
1153,21507,14.391909,50.070022
1153,1593,14.394639,50.071981
9100,12433,14.392172,50.068312
1144,1095,14.392172,50.068312
1153,1689,14.394466,50.07502
17250,145,14.374051,50.069667
1153,1592,14.397355,50.069817
9300,13771,14.413184,50.076021
